"Price","Rooms","Distance","Car","Bathroom","BuildingArea","Landsize","YearBuilt"
"1185",695000,2,2.6,2,1,68,0,1997
"1186",512000,2,2.6,1,1,61,0,1970
"1187",855000,2,2.6,1,1,115,92,1970
"1188",1040000,2,2.6,2,2,95,0,2013
"1189",342000,1,2.6,1,1,1,0,1970
"1190",681000,1,2.6,1,1,50,0,2004
"1191",9e+05,2,2.6,0,1,63,95,1900
"1192",1250000,3,2.6,1,2,126,120,2010
"1193",990000,2,2.6,1,1,75,117,1900
"1194",1189000,2,2.6,0,1,110,158,1900
"1195",1220000,2,2.6,1,1,88,166,1900
"1196",1420000,3,2.6,0,1,119,198,1890
"1197",390000,1,2.6,1,1,40,0,2011
"1198",380000,1,2.6,1,1,44,0,2012
"1199",680000,2,2.6,1,1,52,0,2012
"1200",1081000,2,2.6,1,1,115,126,1995
"1201",860000,2,2.6,0,2,95,74,2000
"1202",905000,2,2.6,0,1,54,139,1920
"1203",691000,2,2.6,1,2,85,0,2008
"1204",1088000,3,2.6,2,3,120,168,1915
"1205",911000,3,2.6,1,2,110,0,2000
"1206",3001000,4,2.6,1,3,241,544,1920
"1207",638000,2,2.6,1,2,77,0,2008
"1208",9e+05,3,2.6,1,3,60,58,2009
"1209",1695000,3,2.6,3,1,118,210,1900
"1210",1365000,3,2.6,1,1,110,301,1935
"1211",1045000,2,2.6,2,1,90,200,1900
"1212",1591000,4,2.6,1,2,145,263,1900
"1213",1275000,3,2.6,1,2,95,132,1900
"1214",1510000,4,2.6,0,2,171,0,1900
"1215",1550000,3,2.6,1,2,76,131,1900
"1216",1456000,3,2.6,1,2,141,157,1900
"1217",1100000,3,2.6,1,2,118,66,2013
"1218",1045000,2,2.6,1,1,81,138,1890
"1219",2e+06,3,2.6,1,2,180,217,1910
"1220",646000,2,2.6,1,1,70,0,1993
"1221",660000,2,2.6,1,2,76,0,2013
"1222",1145000,2,2.6,1,1,80,197,1960
"1223",905000,4,2.6,0,1,124,254,1890
"1224",750000,2,2.6,1,2,104,0,2000
"1225",604000,2,2.6,2,2,75,0,2009
"1226",1645000,4,2.6,1,2,214,249,1970
"1227",306000,1,2.6,1,1,40,0,1965
"1228",1270000,3,2.6,1,1,102,181,1900
"1229",1850000,3,2.6,1,2,112,203,1900
"1230",1650000,3,2.6,1,2,141,312,1920
"1231",1320000,3,2.6,2,2,118,171,1890
"1232",1651000,3,2.6,1,2,111,192,1900
"1233",1800000,4,2.6,0,2,193,288,1900
"1234",791500,3,2.6,2,2,104,0,2005
"1235",1600000,3,2.6,2,2,144,80,1850
"1236",1200000,2,2.6,1,2,89,170,1940
"1237",535000,2,3.3,1,1,64,0,1970
"1238",990000,2,3.3,2,2,38,0,2015
"1239",695000,2,3.3,0,1,79,0,1930
"1240",775000,2,3.3,1,1,103,0,2000
"1241",572000,2,3.3,1,1,73,0,1960
"1242",1460000,3,3.3,1,2,148,181,1990
"1243",623500,2,3.3,1,1,75,0,1970
"1244",409000,1,3.3,1,1,45,0,1970
"1245",1250000,3,3.3,1,2,118,80,2003
"1246",659000,2,3.3,1,1,77,0,1940
"1247",780000,2,3.3,1,1,75,0,1960
"1248",1455000,2,3.3,0,1,94,225,1890
"1249",360500,1,3.3,1,1,44,0,1960
"1250",1300000,2,3.3,2,2,107,0,1986
"1251",1300000,2,3.3,1,2,107,0,1980
"1252",380000,1,3.3,1,1,41,0,1980
"1253",1030000,2,3.3,1,1,73,0,1980
"1254",310000,1,3.3,1,1,37,0,1970
"1255",1100000,2,3.3,0,1,81,176,1930
"1256",410000,1,3.3,0,1,48,0,1960
"1257",1125000,3,3.3,0,1,89,146,1910
"1258",840000,2,3.3,1,2,92,0,2002
"1259",1400000,3,3.3,2,2,172,0,2005
"1260",680500,2,3.3,1,1,70,0,1970
"1261",280000,1,3.3,0,1,35,0,1910
"1262",520000,2,3.3,1,1,62,0,1890
"1263",1200000,2,3.3,0,1,84,176,1940
"1264",480000,2,3.3,1,1,61,0,1965
"1265",2200000,3,3.3,0,2,238,358,1915
"1266",1700000,3,3.3,1,1,172,178,1894
"1267",1200000,2,3.3,1,1,86,163,1900
"1268",1540000,3,3.3,1,2,140,149,2003
"1269",826000,2,3.3,1,1,79,0,1970
"1270",1700000,3,3.3,1,2,148,181,1990
"1271",505000,2,3.3,1,1,72,0,1969
"1272",720000,3,1.2,1,1,106,0,1993
"1273",868000,3,1.2,1,2,114,0,1995
"1274",530000,2,1.2,1,1,84,0,2003
"1275",650000,2,1.2,1,2,110,0,2000
"1276",990000,4,1.2,1,3,172,0,1995
"1277",592500,2,1.2,1,2,100,0,2000
"1278",6e+05,2,1.2,1,2,99,0,1995
"1279",455000,1,1.2,0,1,70,760,2007
"1280",1250000,4,1.2,1,3,176,0,2000
"1281",425000,1,1.2,1,1,57,0,2004
"1282",740000,3,1.2,1,2,105,0,1994
"1283",660000,2,1.2,1,1,77,0,2000
"1284",622500,2,1.2,1,2,67,2955,2013
"1285",8e+05,2,1.2,2,2,73,0,2014
"1286",540000,2,1.2,1,2,93,0,1994
"1287",370000,1,1.2,1,1,51,546,2000
"1288",855000,3,7.7,1,1,112,326,1991
"1289",832500,2,7.7,2,1,116,562,1950
"1290",850000,2,7.7,2,1,104,502,1950
"1291",1080000,3,7.7,2,1,95,472,1950
"1292",927000,3,7.7,0,1,131,274,1910
"1293",850000,4,7.7,0,2,158,389,1990
"1294",831000,3,7.7,0,1,109,353,1890
"1295",840000,4,7.7,2,3,277,278,2015
"1296",1315000,4,7.7,3,2,134,830,1920
"1297",1161000,4,7.7,5,2,236,742,2000
"1298",1016000,3,7.7,1,1,134,320,1940
"1299",690000,3,7.7,2,1,518,532,1965
"1300",1070000,3,7.7,2,1,127,526,1950
"1301",871500,4,7.7,0,2,158,389,1990
"1302",380000,1,6.1,1,1,50,0,1960
"1303",430000,2,6.1,1,1,71,0,1970
"1304",602000,2,6.1,0,1,66,0,1930
"1305",575000,2,6.1,1,1,75,0,1970
"1306",495000,2,6.1,1,1,74,0,1970
"1307",5e+05,2,6.1,1,1,70,5530,2001
"1308",1891000,3,6.1,3,2,123,384,1915
"1309",2e+06,4,6.1,3,2,160,420,1910
"1310",1500000,3,6.1,1,1,176,1669,1920
"1311",2e+06,3,6.1,2,2,192,176,1880
"1312",5e+05,1,6.1,1,1,58,2335,2002
"1313",685000,2,6.1,2,2,102,0,1999
"1314",380000,1,6.1,1,1,49,2879,1967
"1315",616000,3,6.1,2,2,115,0,1995
"1316",4e+05,1,6.1,1,1,53,0,1998
"1317",451000,1,6.1,1,1,41,0,2009
"1318",1400000,3,6.1,2,2,183,128,2002
"1319",459000,1,6.1,1,1,59,0,1995
"1320",520000,2,6.1,1,1,55,1034,1950
"1321",370500,1,6.1,1,1,46,0,1960
"1322",2650000,3,4.6,2,3,291,0,2000
"1323",2820000,3,4.6,2,2,205,600,1967
"1324",810000,2,4.6,2,2,94,0,1980
"1325",2840000,3,4.6,4,2,228,1317,2000
"1326",2700000,3,4.6,2,2,220,294,2010
"1327",6250000,3,4.6,2,3,342,564,2000
"1328",4500000,4,4.6,2,3,367,732,1980
"1329",511000,2,4.6,2,1,68,0,1970
"1330",910000,3,4.6,2,2,136,0,1980
"1331",2250000,3,4.6,2,3,205,575,1930
"1332",525000,2,4.6,1,1,82,0,1950
"1333",3270000,3,4.6,1,2,215,363,1935
"1334",960000,3,13.8,2,2,183,656,1990
"1335",1010000,4,13.8,2,3,163,669,1960
"1336",880000,3,13.8,4,2,167,704,1970
"1337",770000,3,13.8,2,2,135,577,1970
"1338",730000,4,13.8,1,1,172,865,1960
"1339",1005000,4,13.8,1,2,183,696,1950
"1340",555000,2,13.8,2,1,90,197,1980
"1341",546000,2,13.8,1,1,100,177,1975
"1342",765000,3,13.8,2,1,138,608,1975
"1343",920000,3,13.8,2,2,143,834,1975
"1344",1025000,5,13.8,2,3,233,531,1978
"1345",895000,4,13.8,2,2,18,700,1980
"1346",820000,3,13.8,2,2,177,628,1960
"1347",870000,3,13.8,2,1,137,698,1960
"1348",1050000,4,13.8,2,2,202,660,1977
"1349",660000,3,14.9,0,1,124,583,1970
"1350",581000,3,14.9,2,2,100,567,1970
"1351",6e+05,3,14.9,1,1,129,605,1970
"1352",690000,3,14.9,1,2,129,308,2015
"1353",582000,3,14.9,0,1,90,302,1950
"1354",740000,3,14.9,1,1,104,591,1960
"1355",671000,3,14.9,2,2,163,280,2002
"1356",741000,3,14.9,1,1,103,671,1960
"1357",537000,3,14.9,2,1,95,327,1960
"1358",1040000,3,14.9,1,2,131,903,1950
"1359",1171000,4,14.9,2,3,325,670,2010
"1360",662000,2,14.9,2,1,114,605,1960
"1361",922000,3,14.9,2,1,153,798,1960
"1362",860500,3,14.9,0,2,147,767,1960
"1363",702000,3,14.9,1,1,97,604,1970
"1364",627500,3,14.9,1,1,96,319,2000
"1365",549000,3,14.9,1,1,89,0,1980
"1366",701000,2,14.9,2,1,98,762,1970
"1367",645000,3,14.9,1,1,111,355,1966
"1368",1010000,3,1.9,2,3,132,0,1940
"1369",1260000,3,1.9,2,3,195,506,2000
"1370",460000,1,1.9,1,1,52,0,2000
"1371",2370000,3,1.9,2,3,280,265,1880
"1372",8e+05,2,1.9,2,2,89,54,2006
"1373",550000,1,1.9,1,1,207,0,1930
"1374",660000,3,1.9,1,2,100,0,1998
"1375",1055000,2,1.9,1,1,154,0,2009
"1376",995000,3,1.9,1,1,153,0,1940
"1377",443000,1,1.9,1,1,58,547,1900
"1378",1120000,3,1.9,1,3,122,801,2008
"1379",482000,1,1.9,1,1,62,0,1930
"1380",620000,2,1.9,1,1,83,0,2002
"1381",601000,3,1.9,1,1,81,0,1996
"1382",1400000,4,8,1,2,160,320,1950
"1383",1535000,3,8,1,1,186,507,1910
"1384",890000,3,8,3,1,111,0,1980
"1385",1800000,3,8,2,2,252,332,2006
"1386",2910000,4,8,0,3,196,338,1890
"1387",2910000,3,8,2,3,286,515,1990
"1388",1200000,3,8,2,2,174,315,1990
"1389",1460000,3,8,2,1,107,373,1970
"1390",310000,1,8,1,1,58,0,1968
"1391",1200000,3,8,2,2,200,348,1997
"1392",1560000,3,8,2,2,179,310,2005
"1393",1575000,3,8,3,2,215,430,1996
"1394",830000,2,8,1,1,110,84,1980
"1395",1470000,3,8,1,2,93,364,1970
"1396",2230000,4,8,2,2,212,782,1900
"1397",1460000,3,8,2,2,180,506,2010
"1398",1330000,4,8,2,3,266,217,2003
"1399",1010000,3,8,2,2,204,418,1995
"1400",513500,2,8,1,1,72,0,1980
"1401",1805000,4,8,2,2,160,466,1930
"1402",1126000,4,8,1,1,150,307,1900
"1403",935000,3,8,1,2,194,233,2002
"1404",375000,2,8,1,1,49,0,1970
"1405",2050000,4,8,2,2,285,648,2011
"1406",1310000,3,8,1,2,139,185,1900
"1407",491500,2,8,1,1,61,0,1970
"1408",547500,2,8,1,1,60,0,1980
"1409",1210000,3,8,0,1,85,249,1910
"1410",412000,2,8,1,1,65,0,1980
"1411",1630000,4,8,2,2,197,265,2010
"1412",1482500,3,8,1,2,139,506,1910
"1413",1300000,4,8,2,2,250,369,1980
"1414",2255000,4,8,3,1,257,765,1880
"1415",1710000,3,8,1,2,170,260,2016
"1416",2440000,4,8,3,3,278,500,2005
"1417",380000,2,8.9,1,1,64,0,1960
"1418",367500,2,8.9,1,1,61,0,1970
"1419",1225000,3,8.9,1,1,126,311,1920
"1420",580000,2,5.1,1,2,78,0,2012
"1421",2302000,3,5.1,4,1,144,440,1895
"1422",611000,2,5.1,1,1,75,598,1940
"1423",8e+05,2,5.1,1,1,92,0,1930
"1424",275000,1,5.1,1,1,44,0,1970
"1425",1540000,3,5.1,1,2,147,138,2000
"1426",1370000,3,5.1,2,1,112,317,1900
"1427",452000,1,5.1,1,1,46,0,1974
"1428",501000,1,5.1,1,1,51,0,2005
"1429",380000,2,5.1,1,1,71,0,1970
"1430",1177000,2,5.1,2,2,122,521,2000
"1431",6e+05,2,5.1,1,1,83,0,1970
"1432",1500000,2,5.1,2,1,96,0,1928
"1433",830000,3,5.1,2,2,112,0,2000
"1434",1200000,2,5.1,1,2,111,0,2007
"1435",6e+05,2,5.1,1,1,96,1452,1970
"1436",474000,2,5.1,1,1,66,0,1985
"1437",1350000,2,5.1,1,1,101,157,1900
"1438",1910000,3,5.1,1,3,89,143,1890
"1439",915000,4,15,1,3,237,531,1990
"1440",810000,3,15,2,2,173,568,1975
"1441",753000,3,15,1,2,154,536,1975
"1442",602500,3,15,2,2,140,586,1970
"1443",742000,3,15,1,1,117,614,1978
"1444",953000,4,15,2,2,150,551,1997
"1445",650000,3,15,1,1,129,706,1970
"1446",731000,3,15,2,2,156,566,1991
"1447",710000,3,15,1,1,115,616,1960
"1448",936000,3,15,2,2,232,587,1994
"1449",721000,3,15,1,1,122,687,1978
"1450",1e+06,3,7,1,2,147,448,1940
"1451",890000,2,7,2,1,103,471,1950
"1452",1165000,3,7,0,1,105,191,1910
"1453",1550000,4,7,2,2,233,427,2010
"1454",770000,3,7,2,1,139,323,1960
"1455",871000,3,7,2,2,100,428,1965
"1456",780000,3,7,2,2,120,213,2004
"1457",650000,2,7,1,1,2,0,1980
"1458",770000,3,7,1,1,82,138,1890
"1459",1235000,4,7,2,2,206,244,2011
"1460",1e+06,2,7,1,1,105,220,1910
"1461",1320000,3,7,2,2,171,473,1920
"1462",1100000,3,7,0,2,129,214,1910
"1463",782000,2,7,1,1,92,1555,2013
"1464",910000,3,7,2,3,109,197,2013
"1465",856000,2,7,1,1,100,261,1880
"1466",670000,3,7,1,1,120,477,1960
"1467",706000,4,7,0,1,93,165,1900
"1468",1050000,3,7,1,2,132,462,1960
"1469",1320000,4,7,1,2,171,319,1915
"1470",1815000,5,7,2,2,172,644,1890
"1471",630000,2,7,1,1,79,148,2003
"1472",1870000,4,7,3,1,167,766,1968
"1473",1930000,3,7,4,1,129,902,1920
"1474",510000,1,7,2,1,83,0,2004
"1475",381000,2,7,1,1,65,0,1960
"1476",1040000,3,7,0,2,152,352,2016
"1477",470000,1,7,2,1,83,0,2004
"1478",501344,2,7,1,1,72,0,1950
"1479",796000,3,7,1,1,120,464,1960
"1480",1055000,3,7,3,1,116,670,1940
"1481",620000,3,7,1,3,141,0,2014
"1482",345000,1,7,1,1,47,0,1970
"1483",950000,3,7,2,1,84,240,1880
"1484",1200000,4,7,2,2,157,417,1900
"1485",1005000,3,7,1,1,115,438,1960
"1486",1340000,4,7,0,2,175,297,1900
"1487",865000,3,7,1,1,87,189,1930
"1488",781500,3,7,2,1,132,341,1950
"1489",1401000,4,7,1,1,133,306,1910
"1490",630000,2,7,2,2,121,168,2000
"1491",1137500,5,7,4,3,244,446,1950
"1492",1158000,4,7,3,1,96,411,1910
"1493",955000,3,7,2,2,173,206,2006
"1494",1081000,3,7,1,1,104,448,1940
"1495",725000,3,7,5,1,128,558,1940
"1496",767000,2,7,0,1,80,128,1920
"1497",1450000,3,7,2,2,211,542,2016
"1498",1430000,3,7,2,3,172,386,1940
"1499",1275000,3,7,2,1,128,229,1910
"1500",1606000,4,7,3,2,178,455,1890
"1501",780000,2,7,1,1,114,435,1950
"1502",670000,3,7,1,1,119,463,1950
"1503",1380000,3,7,2,2,144,235,1910
"1504",480500,2,7,1,1,65,0,1970
"1505",1520000,4,7,0,2,160,261,1910
"1506",1287000,5,7,2,2,213,488,1930
"1507",8e+05,3,7,1,2,150,169,2007
"1508",1460000,3,7,2,1,119,463,1900
"1509",840000,3,7,1,1,127,470,1970
"1510",900500,3,7,1,1,100,208,1970
"1511",940000,3,7,2,2,146,171,2007
"1512",380000,1,9.1,1,1,39,0,1990
"1513",1646000,4,9.1,2,3,157,757,1950
"1514",470000,2,9.1,1,1,71,976,2000
"1515",1346000,4,9.1,2,2,204,559,1995
"1516",935000,3,9.1,2,2,149,217,2005
"1517",3900000,4,9.1,4,4,375,670,2010
"1518",1150000,4,9.1,2,2,35,578,2010
"1519",1720000,1,9.1,1,2,136,676,1965
"1520",1705000,2,9.1,2,1,131,809,1980
"1521",1190000,3,9.1,1,1,115,465,1950
"1522",1740000,5,9.1,2,3,247,839,1925
"1523",1200000,4,9.1,2,2,35,578,2010
"1524",726000,3,9.1,1,1,111,229,1996
"1525",1300000,3,9.1,1,3,205,593,2016
"1526",670000,2,9.1,2,1,103,0,1990
"1527",1350000,4,9.1,2,2,180,1076,1960
"1528",773000,3,9.5,2,1,93,626,1955
"1529",645000,3,9.5,2,1,109,631,1950
"1530",720000,3,9.5,1,2,145,231,2012
"1531",625000,3,9.5,2,1,93,609,1950
"1532",1310000,3,4.5,2,1,144,456,1950
"1533",856000,4,4.5,2,2,151,136,1997
"1534",580000,2,4.5,1,1,65,0,1975
"1535",940000,3,4.5,2,1,116,213,1995
"1536",1495000,3,4.5,1,1,130,259,1920
"1537",1550000,4,4.5,2,2,191,470,1940
"1538",1815000,4,4.5,1,1,204,233,1890
"1539",1625000,4,4.5,2,2,145,822,1890
"1540",899000,3,4.5,1,2,124,116,2007
"1541",435000,2,4.5,1,1,55,197,2012
"1542",1080000,2,4.5,0,1,101,193,1890
"1543",656000,2,4.5,1,1,79,0,1960
"1544",1574000,3,4.5,2,3,207,336,2007
"1545",665000,2,4.5,1,1,96,0,1940
"1546",590000,2,4.5,1,2,71,0,2014
"1547",1679000,3,4.5,0,2,118,326,1920
"1548",1050000,3,4.5,2,3,151,87,1998
"1549",825000,3,4.5,1,1,116,213,1920
"1550",998000,3,4.5,2,1,118,104,2000
"1551",1010000,3,4.5,1,2,133,0,2014
"1552",1050000,3,4.5,1,1,122,279,1900
"1553",1600000,3,4.5,2,1,113,812,1920
"1554",1325000,3,4.5,2,2,135,190,1940
"1555",1335000,3,4.5,2,1,113,308,1930
"1556",805000,3,4.5,1,1,114,0,2003
"1557",1231010,2,3.5,2,1,119,225,1910
"1558",881000,2,3.5,1,1,94,172,1900
"1559",1202500,2,3.5,1,1,77,149,1900
"1560",1435000,3,3.5,0,1,102,182,1890
"1561",860000,3,1.8,1,2,109,0,1994
"1562",1590000,3,1.8,2,2,106,100,1900
"1563",610250,2,1.8,1,1,72,0,1994
"1564",720000,2,1.8,1,1,71,117,1890
"1565",840000,2,1.8,0,1,81,66,1900
"1566",705000,2,1.8,1,1,70,0,2000
"1567",1630100,4,1.8,0,2,195,132,1890
"1568",5e+05,2,1.8,1,2,65,0,2010
"1569",1010000,2,1.8,0,1,60,101,1880
"1570",1170000,2,1.8,1,1,81,144,1890
"1571",6e+05,2,1.8,1,2,67,0,2013
"1572",1616000,4,1.8,0,1,139,152,1890
"1573",589000,2,1.8,1,1,63,0,1999
"1574",1117000,2,1.8,0,1,92,128,1890
"1575",1935000,2,1.5,2,2,150,0,2010
"1576",7e+05,2,1.5,1,2,65,0,1970
"1577",750000,1,1.5,0,1,46,0,1930
"1578",1422000,4,9.8,2,2,335,505,2013
"1579",1345000,4,9.8,2,2,201,740,1950
"1580",787500,3,9.8,1,1,105,556,1940
"1581",652500,4,9.8,1,2,160,179,1995
"1582",1300000,5,9.8,2,2,184,616,1950
"1583",730000,3,9.8,2,2,118,0,2015
"1584",1300000,7,9.8,2,2,316,614,1970
"1585",970000,3,9.8,2,2,223,356,2011
"1586",1115000,3,9.8,1,1,192,688,1950
"1587",333000,2,12.4,1,1,79,97,1970
"1588",455000,3,12.4,1,2,138,738,2010
"1589",378000,2,12.4,1,1,100,215,1990
"1590",585000,3,12.4,1,1,103,605,1960
"1591",615000,3,12.4,2,1,112,650,1950
"1592",526000,3,12.4,1,1,101,404,1960
"1593",540000,3,12.4,1,1,94,614,1960
"1594",540000,4,12.4,3,2,164,254,1990
"1595",625000,3,12.4,2,1,88,585,1960
"1596",681000,3,12.4,4,2,153,587,1970
"1597",640000,3,12.4,2,1,97,720,1950
"1598",783000,3,12.4,1,2,115,603,1940
"1599",635000,4,12.4,2,2,116,567,1950
"1600",619000,2,12.4,2,1,114,640,1970
"1601",460000,3,12.4,1,1,112,314,1970
"1602",751000,3,12.4,2,6,103,592,1960
"1603",609000,3,12.4,4,1,120,528,1965
"1604",752500,4,12.4,2,1,135,0,1950
"1605",650000,3,12.4,3,1,97,602,1950
"1606",750000,4,12.4,1,2,219,613,1970
"1607",527000,3,12.4,1,1,103,609,1960
"1608",515000,3,12.4,1,1,107,599,1960
"1609",617000,3,12.4,1,1,114,540,1960
"1610",540000,4,12.4,3,2,120,209,1960
"1611",631000,3,12.4,2,2,133,297,2012
"1612",640000,3,12.4,4,1,135,533,1965
"1613",575000,2,12.4,2,1,109,621,1960
"1614",562000,4,12.4,2,2,136,374,2005
"1615",620000,3,12.4,2,1,190,604,1970
"1616",652500,3,12.4,1,1,113,592,1960
"1617",1010000,4,12.4,2,2,338,607,2015
"1618",492000,3,12.4,1,1,107,208,2011
"1619",422500,3,12.4,1,2,91,195,2000
"1620",1865000,3,7.5,2,2,120,431,1950
"1621",1700000,5,7.5,2,3,203,431,1920
"1622",1450000,3,7.5,2,2,176,466,1915
"1623",1110000,3,7.5,2,2,169,94,2005
"1624",3100000,4,7.5,2,2,232,640,1907
"1625",555000,2,7.5,1,1,69,0,1970
"1626",1700000,3,7.5,1,2,228,646,1980
"1627",1585000,2,7.5,2,1,102,390,1935
"1628",935000,3,7.5,1,2,107,144,1975
"1629",460000,2,7.5,1,1,55,0,1967
"1630",2800000,4,7.5,2,1,171,764,1940
"1631",573000,2,7.5,1,1,60,0,1970
"1632",680000,2,7.5,1,1,110,0,1945
"1633",2250000,5,7.5,2,2,319,452,1902
"1634",2381000,4,7.5,2,2,166,457,1900
"1635",1738000,4,7.5,2,3,241,324,2002
"1636",735000,3,7.5,1,1,95,0,1970
"1637",1420000,3,7.5,2,1,130,362,1910
"1638",4e+05,2,7.5,1,1,60,0,1965
"1639",1335000,2,7.5,0,1,70,229,1900
"1640",1825000,3,7.5,2,2,120,431,1950
"1641",840000,2,7.5,1,1,99,150,1969
"1642",3500000,5,7.5,2,2,360,1250,2000
"1643",444000,2,7.5,1,1,68,0,1970
"1644",1320000,3,7.5,1,2,162,213,1890
"1645",1890000,3,7.5,2,1,173,477,1880
"1646",2450000,4,7.5,1,2,172,697,1905
"1647",1590000,3,7.5,2,2,181,289,2010
"1648",2450000,4,7.5,2,3,316,523,1955
"1649",706000,2,7.5,1,1,90,172,1960
"1650",2500000,5,7.5,3,3,240,757,1925
"1651",2350000,4,7.5,2,2,220,556,1900
"1652",1385000,2,7.5,2,1,113,326,1940
"1653",655250,2,7.5,1,1,69,1153,1970
"1654",1666000,6,7.5,0,2,198,350,1900
"1655",430000,1,7.5,1,1,58,2276,1950
"1656",505000,2,7.5,1,1,78,0,1965
"1657",1650000,3,7.5,1,1,115,354,1900
"1658",755000,2,7.4,1,2,111,66,2005
"1659",520000,2,7.4,1,1,74,0,1971
"1660",1e+06,2,2.5,2,1,114,176,1920
"1661",425000,1,2.5,1,1,52,0,2007
"1662",1280000,3,2.5,2,2,165,324,1880
"1663",1475000,3,2.5,2,2,165,324,1880
"1664",1015000,2,2.5,1,1,80,131,1890
"1665",930000,2,2.5,1,1,68,125,1900
"1666",1900000,3,2.5,2,2,166,263,2016
"1667",662500,2,2.5,1,1,75,0,2015
"1668",1010000,2,2.5,1,1,151,151,1998
"1669",1300000,3,2.5,1,1,100,326,1890
"1670",1300000,3,2.5,2,2,108,138,2001
"1671",930000,4,9.1,3,1,143,669,1950
"1672",650000,2,9.1,1,2,102,151,2011
"1673",985000,3,9.1,5,1,124,669,1950
"1674",915000,4,9.1,1,3,265,662,2016
"1675",508000,3,9.1,2,1,92,144,1980
"1676",420000,2,9.1,1,1,130,78,1980
"1677",506000,2,9.1,1,1,83,126,1975
"1678",380000,2,9.1,1,1,62,78,1960
"1679",611000,2,9.1,1,1,100,228,2000
"1680",1260000,4,12.5,2,2,277,697,2012
"1681",931999,4,12.5,2,3,192,528,1966
"1682",1257000,3,5.3,1,2,153,337,1930
"1683",1562000,4,5.3,1,2,192,621,1900
"1684",1740000,4,5.3,2,3,242,650,1925
"1685",315000,2,5.3,1,1,51,0,2012
"1686",1335000,5,9.3,1,2,208,521,1915
"1687",1415000,5,12.7,6,3,313,705,2005
"1688",720000,3,14.5,1,1,132,696,1975
"1689",380000,2,14.5,1,1,100,161,2010
"1690",501000,3,14.5,1,1,132,255,1991
"1691",722000,3,14.5,1,1,141,695,1970
"1692",746000,4,14.5,1,3,174,308,1970
"1693",455000,3,14.5,1,1,136,166,1999
"1694",6e+05,4,14.5,1,2,146,231,2013
"1695",575000,3,14.5,1,1,107,338,1960
"1696",566000,3,14.5,2,2,129,554,1980
"1697",1250000,3,9.8,2,2,193,236,2004
"1698",393000,2,9.8,1,1,65,0,1970
"1699",595000,2,9.8,1,1,75,0,1960
"1700",2200000,4,9.8,3,3,230,474,2010
"1701",1908000,4,3.7,1,2,156,256,1890
"1702",1300000,3,9.1,2,3,240,240,2013
"1703",470000,2,9.1,1,1,72.3,70,1980
"1704",1740000,4,9.1,2,2,161,746,1950
"1705",1700000,3,3.3,1,1,116,178,1910
"1706",1100000,1,3.3,1,1,64,0,1888
"1707",2150000,3,3.3,1,1,85,163,1890
"1708",1190000,2,3.3,0,1,70,111,1915
"1709",916000,3,11.1,2,1,109,606,1970
"1710",910000,3,11.1,3,1,132,535,1970
"1711",480000,2,6.3,1,1,66.23,0,1960
"1712",852000,2,6.3,1,1,74,869,1980
"1713",405000,1,6.3,0,1,48,0,1966
"1714",2100000,5,5.9,3,3,274,468,1925
"1715",1435000,3,5.9,1,1,155,450,1920
"1716",1020000,2,5.9,1,1,98,226,1920
"1717",2250000,6,5.9,2,3,435,1012,1887
"1718",9e+05,4,5.9,2,3,159,0,2011
"1719",1495000,2,12.2,2,1,95,803,1950
"1720",822000,2,12.2,1,1,59,78,1970
"1721",890000,3,12.2,2,2,130,235,2006
"1722",765000,3,10.5,1,2,150,292,2008
"1723",1300000,4,10.5,2,3,322,656,1990
"1724",760000,3,10.5,1,1,99,585,1960
"1725",1900000,2,9.2,2,1,130,667,1955
"1726",7e+05,3,9.2,1,1,120,350,1950
"1727",1890000,4,9.2,2,3,227,636,1960
"1728",1725000,4,9.2,2,3,213,627,1970
"1729",894000,3,9.5,3,2,101.51,601,1950
"1730",1375000,3,13,2,3,194,338,2012
"1731",725000,2,13,1,1,115,0,2006
"1732",1515000,4,13.9,2,3,200,635,1950
"1733",986000,3,13.9,3,1,100,337,1950
"1734",1225000,3,13.9,2,2,180,372,2008
"1735",810000,3,13.9,1,1,105,294,1950
"1736",535000,2,13.9,1,1,68.11,1026,1970
"1737",1292000,4,13.9,2,1,161,587,1950
"1738",959000,3,13.9,2,2,119,557,1960
"1739",780000,2,13.1,1,1,80,171,2014
"1740",1760000,3,13.1,2,1,152,689,1920
"1741",2080000,3,13.1,2,2,158,693,1925
"1742",610000,2,10.8,2,1,74,555,1950
"1743",760000,2,10.8,1,1,82,604,1950
"1744",441700,3,10.8,1,2,107,145,2003
"1745",1e+06,4,10.8,2,3,319,475,2002
"1746",2575000,3,11.2,2,2,195,517,1920
"1747",2900000,4,11.2,2,4,292,473,2013
"1748",2225000,3,11.2,2,2,167,0,1980
"1749",975000,2,11.2,1,1,182,444,1915
"1750",4225000,4,11.2,2,2,333,920,1990
"1751",2100000,3,11.2,4,2,145,0,1970
"1752",520000,2,11.2,1,1,73,1647,2004
"1753",2e+06,4,11.2,2,2,283,286,1999
"1754",1990000,3,11.2,2,2,189,0,1935
"1755",3025000,3,11.2,4,2,195,649,1967
"1756",1221000,3,11.2,2,2,109,0,1975
"1757",2140000,5,10.7,2,2,206,780,1950
"1758",1635000,3,10.7,1,1,131,597,1925
"1759",1700000,4,10.7,2,3,118,312,1950
"1760",1900000,5,10.7,2,3,271,583,2009
"1761",972000,3,10.7,1,2,160,119,2000
